order_id,order_date,gross_amount,commission_fee,transaction_fee,shipping_subsidy,refund_flag,refund_amount,net_amount
ORD0018725,2026-01-28,485.15,18.11,5.86,0.02,0,0.0,461.2
ORD0018726,2026-01-28,385.15,11.39,6.25,8.8,0,0.0,376.31
ORD0018727,2026-01-28,73.49,1.62,1.36,7.35,0,0.0,77.86
ORD0018728,2026-01-28,79.04,1.91,1.16,0.42,0,0.0,76.39
ORD0018729,2026-01-28,407.3,20.01,5.26,7.02,1,135.7,253.35
ORD0018730,2026-01-28,288.9,8.99,5.36,6.87,0,0.0,281.42
ORD0018731,2026-01-28,118.26,5.29,1.38,4.59,0,0.0,116.18
ORD0018732,2026-01-28,241.9,6.36,3.21,9.01,0,0.0,241.34
ORD0018733,2026-01-28,481.97,10.98,5.05,9.14,0,0.0,475.08
ORD0018734,2026-01-28,378.62,16.94,5.43,4.91,0,0.0,361.16
ORD0018735,2026-01-28,330.79,13.4,3.55,0.01,0,0.0,313.85
ORD0018736,2026-01-28,385.37,18.54,5.19,7.15,0,0.0,368.79
ORD0018737,2026-01-28,475.27,20.74,7.8,6.0,0,0.0,452.73
ORD0018738,2026-01-28,303.91,10.81,5.05,5.37,0,0.0,293.42
ORD0018739,2026-01-28,370.83,14.85,7.0,4.73,0,0.0,353.71
ORD0018740,2026-01-28,249.01,11.12,4.67,4.12,0,0.0,237.34
ORD0018741,2026-01-28,398.92,19.47,7.09,4.32,0,0.0,376.68
ORD0018742,2026-01-28,333.75,10.17,4.49,0.89,0,0.0,319.98
ORD0018743,2026-01-28,232.03,10.4,2.4,0.92,0,0.0,220.15
ORD0018744,2026-01-28,476.3,13.69,6.8,0.76,0,0.0,456.57
ORD0018745,2026-01-28,165.54,6.21,2.36,2.39,0,0.0,159.36
ORD0018746,2026-01-28,462.36,17.85,5.02,0.5,0,0.0,439.99
ORD0018747,2026-01-28,115.82,2.32,1.17,9.95,0,0.0,122.28
ORD0018748,2026-01-28,407.08,16.2,5.95,7.17,0,0.0,392.1
ORD0018749,2026-01-28,277.52,9.74,5.29,5.04,0,0.0,267.53
ORD0018750,2026-01-28,298.49,9.17,4.61,3.0,0,0.0,287.71
ORD0018751,2026-01-28,135.72,5.65,1.78,8.88,0,0.0,137.17
ORD0018752,2026-01-28,243.11,9.74,3.3,3.11,0,0.0,233.18
ORD0018753,2026-01-28,233.26,9.15,4.57,9.76,1,97.41,131.89
ORD0018754,2026-01-28,425.17,14.08,8.48,5.9,0,0.0,408.51
ORD0018755,2026-01-28,370.17,9.25,7.25,3.04,0,0.0,356.71
ORD0018756,2026-01-28,271.56,11.11,5.3,0.87,0,0.0,256.02
ORD0018757,2026-01-28,422.18,20.63,6.83,7.04,0,0.0,401.76
ORD0018758,2026-01-28,361.12,15.61,4.96,1.41,0,0.0,341.96
ORD0018759,2026-01-28,490.96,14.01,5.91,3.45,0,0.0,474.49
ORD0018760,2026-01-28,121.38,3.8,2.31,9.86,0,0.0,125.13
ORD0018761,2026-01-28,191.44,6.91,2.92,0.58,0,0.0,182.19
ORD0018762,2026-01-28,319.34,15.17,5.48,1.35,0,0.0,300.04
ORD0018763,2026-01-28,455.77,20.73,6.59,4.32,0,0.0,432.77
ORD0018764,2026-01-28,355.51,9.82,3.69,0.72,0,0.0,342.72
ORD0018765,2026-01-28,292.41,8.31,5.07,6.26,0,0.0,285.29
ORD0018766,2026-01-28,160.14,7.33,2.79,8.43,0,0.0,158.45
ORD0018767,2026-01-28,357.53,14.62,6.67,4.71,0,0.0,340.95
ORD0018768,2026-01-28,347.33,15.35,6.55,5.6,0,0.0,331.03
ORD0018769,2026-01-28,431.09,9.28,5.07,5.21,0,0.0,421.95
ORD0018770,2026-01-28,233.37,9.45,4.48,3.96,0,0.0,223.4
ORD0018771,2026-01-28,78.29,3.66,1.49,9.31,0,0.0,82.45
ORD0018772,2026-01-28,84.18,3.06,1.35,0.73,0,0.0,80.5
ORD0018773,2026-01-28,407.66,17.41,4.3,8.08,0,0.0,394.03
ORD0018774,2026-01-28,73.43,1.71,1.44,7.63,0,0.0,77.91
ORD0018775,2026-01-28,288.26,12.85,4.94,4.79,0,0.0,275.26
ORD0018776,2026-01-28,226.78,4.9,2.54,8.02,0,0.0,227.36
ORD0018777,2026-01-28,167.42,5.97,2.98,0.31,0,0.0,158.78
ORD0018778,2026-01-28,414.86,10.78,6.26,3.17,0,0.0,400.99
ORD0018779,2026-01-28,65.56,3.28,1.24,9.18,0,0.0,70.22
ORD0018780,2026-01-28,293.51,11.44,3.39,8.23,0,0.0,286.91
ORD0018781,2026-01-28,199.7,9.97,3.02,9.51,0,0.0,196.22
ORD0018782,2026-01-28,60.8,2.58,1.14,6.77,0,0.0,63.85
ORD0018783,2026-01-28,384.32,13.3,6.31,1.33,0,0.0,366.04
ORD0018784,2026-01-28,207.58,9.82,2.9,9.6,0,0.0,204.46
ORD0018785,2026-01-28,148.72,4.14,1.87,4.69,0,0.0,147.4
ORD0018786,2026-01-28,390.56,19.24,6.75,9.94,0,0.0,374.51
ORD0018787,2026-01-28,100.76,2.47,1.4,6.37,0,0.0,103.26
ORD0018788,2026-01-28,469.47,16.57,7.8,7.91,0,0.0,453.01
ORD0018789,2026-01-28,136.59,6.31,1.91,2.56,0,0.0,130.93
ORD0018790,2026-01-28,246.19,9.49,3.65,3.68,0,0.0,236.73
ORD0018791,2026-01-28,168.09,7.44,1.86,0.02,0,0.0,158.81
ORD0018792,2026-01-28,319.88,12.04,5.97,7.76,0,0.0,309.63
ORD0018793,2026-01-28,457.18,15.79,8.11,3.68,0,0.0,436.96
ORD0018794,2026-01-28,163.9,7.21,3.23,0.65,0,0.0,154.11
ORD0018795,2026-01-28,145.42,4.53,2.25,0.74,0,0.0,139.38
ORD0018796,2026-01-28,282.46,11.55,4.91,3.04,0,0.0,269.04
ORD0018797,2026-01-28,129.72,2.82,1.43,9.83,0,0.0,135.3
ORD0018798,2026-01-28,32.18,0.91,0.43,0.13,0,0.0,30.97
ORD0018799,2026-01-28,398.4,19.27,4.78,4.63,0,0.0,378.98
ORD0018800,2026-01-28,373.63,12.39,4.64,7.43,0,0.0,364.03
ORD0018801,2026-01-28,370.31,14.56,4.34,3.09,0,0.0,354.5
ORD0018802,2026-01-28,326.86,7.86,4.55,3.93,0,0.0,318.38
ORD0018803,2026-01-28,445.71,9.29,5.75,3.4,0,0.0,434.07
ORD0018804,2026-01-28,300.05,9.56,4.46,0.49,0,0.0,286.52
ORD0018805,2026-01-28,312.99,8.0,5.88,0.44,0,0.0,299.55
ORD0018806,2026-01-28,404.91,13.21,4.57,7.82,0,0.0,394.95
ORD0018807,2026-01-28,434.98,13.66,5.35,8.16,0,0.0,424.13
ORD0018808,2026-01-28,422.07,15.93,7.14,2.97,0,0.0,401.97
ORD0018809,2026-01-28,344.06,14.56,3.99,9.84,0,0.0,335.35
ORD0018810,2026-01-28,82.54,2.6,1.09,0.77,1,113.96,-34.34
ORD0018811,2026-01-28,215.94,8.3,2.83,6.64,0,0.0,211.45
ORD0018812,2026-01-28,236.16,5.33,4.66,3.28,0,0.0,229.45
ORD0018813,2026-01-28,334.53,9.07,4.62,4.64,0,0.0,325.48
ORD0018814,2026-01-28,360.16,16.08,6.95,3.73,0,0.0,340.86
ORD0018815,2026-01-28,291.11,12.84,3.71,0.4,0,0.0,274.96
ORD0018816,2026-01-28,52.6,1.47,0.6,8.52,0,0.0,59.05
ORD0018817,2026-01-28,91.61,4.46,1.45,7.96,0,0.0,93.66
ORD0018818,2026-01-28,42.01,2.0,0.76,0.6,0,0.0,39.85
ORD0018819,2026-01-28,458.07,20.27,7.36,6.76,0,0.0,437.2
ORD0018820,2026-01-28,80.71,2.31,1.05,3.47,0,0.0,80.82
ORD0018821,2026-01-28,222.33,6.42,4.04,1.84,0,0.0,213.71
ORD0018822,2026-01-28,81.63,2.98,1.51,2.38,0,0.0,79.52
ORD0018823,2026-01-28,222.43,6.1,3.27,0.92,0,0.0,213.98
ORD0018824,2026-01-28,30.48,1.16,0.58,1.48,0,0.0,30.22
ORD0018825,2026-01-28,279.92,9.23,5.38,4.7,0,0.0,270.01
ORD0018826,2026-01-28,317.77,10.03,5.23,8.22,0,0.0,310.73
ORD0018827,2026-01-28,374.35,15.63,4.67,5.43,0,0.0,359.48
ORD0018828,2026-01-28,22.25,0.81,0.4,5.43,0,0.0,26.47
ORD0018829,2026-01-28,471.43,12.22,8.86,8.09,0,0.0,458.44
ORD0018830,2026-01-28,175.99,4.99,2.33,8.65,1,167.22,10.1
ORD0018831,2026-01-29,245.14,5.3,2.71,5.7,0,0.0,242.83
ORD0018832,2026-01-29,249.52,5.17,3.89,0.04,0,0.0,240.5
ORD0018833,2026-01-29,239.46,11.76,3.01,5.96,0,0.0,230.65
ORD0018834,2026-01-29,156.72,3.22,2.97,0.05,0,0.0,150.58
ORD0018835,2026-01-29,467.04,15.1,8.92,8.07,0,0.0,451.09
ORD0018836,2026-01-29,212.32,9.1,2.85,8.27,0,0.0,208.64
ORD0018837,2026-01-29,163.84,5.97,2.4,5.18,1,107.52,53.13
ORD0018838,2026-01-29,28.68,0.65,0.37,1.8,0,0.0,29.46
ORD0018839,2026-01-29,345.29,8.01,3.89,4.83,0,0.0,338.22
ORD0018840,2026-01-29,87.97,2.15,1.09,8.23,0,0.0,92.96
ORD0018841,2026-01-29,223.86,5.85,4.27,7.24,0,0.0,220.98
ORD0018842,2026-01-29,161.78,7.38,2.53,2.38,0,0.0,154.25
ORD0018843,2026-01-29,87.8,3.24,1.58,0.94,0,0.0,83.92
ORD0018844,2026-01-29,214.51,6.31,2.38,7.62,0,0.0,213.44
ORD0018845,2026-01-29,372.84,11.75,6.48,5.11,0,0.0,359.72
ORD0018846,2026-01-29,139.1,5.38,1.94,2.55,0,0.0,134.33
ORD0018847,2026-01-29,359.71,16.53,5.39,6.85,0,0.0,344.64
ORD0018848,2026-01-29,117.17,3.94,2.16,4.42,0,0.0,115.49
ORD0018849,2026-01-29,123.36,5.12,1.3,8.29,0,0.0,125.23
ORD0018850,2026-01-29,496.65,22.63,7.44,3.82,0,0.0,470.4
ORD0018851,2026-01-29,243.49,7.46,4.39,9.08,0,0.0,240.72
ORD0018852,2026-01-29,412.34,14.05,4.66,7.48,0,0.0,401.11
ORD0018853,2026-01-29,99.05,4.14,1.64,8.91,0,0.0,102.18
ORD0018854,2026-01-29,282.55,12.6,5.43,6.34,0,0.0,270.86
ORD0018855,2026-01-29,298.97,9.15,3.89,9.35,0,0.0,295.28
ORD0018856,2026-01-29,362.7,15.94,3.77,8.7,0,0.0,351.69
ORD0018857,2026-01-29,394.81,17.17,7.76,0.08,0,0.0,369.96
ORD0018858,2026-01-29,149.88,3.75,1.76,9.85,0,0.0,154.22
ORD0018859,2026-01-29,322.42,12.65,5.4,3.45,0,0.0,307.82
ORD0018860,2026-01-29,352.75,17.31,5.92,6.53,0,0.0,336.05
ORD0018861,2026-01-29,350.54,10.18,6.46,5.41,0,0.0,339.31
ORD0018862,2026-01-29,126.17,4.32,2.08,5.36,0,0.0,125.13
ORD0018863,2026-01-29,399.4,11.58,5.37,3.55,0,0.0,386.0
ORD0018864,2026-01-29,338.57,13.97,3.87,3.26,0,0.0,323.99
ORD0018865,2026-01-29,39.85,0.84,0.67,3.53,0,0.0,41.87
ORD0018866,2026-01-29,299.47,14.08,4.9,6.74,1,79.78,207.45
ORD0018867,2026-01-29,33.88,1.25,0.43,8.9,0,0.0,41.1
ORD0018868,2026-01-29,39.54,1.25,0.49,4.51,0,0.0,42.31
ORD0018869,2026-01-29,73.59,2.03,1.31,8.53,1,138.18,-59.4
ORD0018870,2026-01-29,362.03,13.96,7.21,1.33,0,0.0,342.19
ORD0018871,2026-01-29,227.51,6.92,4.41,8.68,0,0.0,224.86
ORD0018872,2026-01-29,338.38,15.77,6.25,1.72,0,0.0,318.08
ORD0018873,2026-01-29,496.43,20.53,5.64,7.68,1,183.29,294.65
ORD0018874,2026-01-29,469.16,14.0,8.22,5.34,0,0.0,452.28
ORD0018875,2026-01-29,404.47,20.07,6.23,0.64,0,0.0,378.81
ORD0018876,2026-01-29,163.41,7.79,2.5,7.45,0,0.0,160.57
ORD0018877,2026-01-29,390.85,10.91,4.36,9.49,1,118.74,266.33
ORD0018878,2026-01-29,197.33,4.92,2.26,7.97,0,0.0,198.12
ORD0018879,2026-01-29,106.21,3.8,1.31,2.76,0,0.0,103.86
ORD0018880,2026-01-29,370.83,14.12,4.16,8.29,0,0.0,360.84
ORD0018881,2026-01-29,420.12,13.37,5.87,9.65,0,0.0,410.53
ORD0018882,2026-01-29,378.96,13.58,7.47,5.98,0,0.0,363.89
ORD0018883,2026-01-29,199.14,5.91,3.97,7.94,0,0.0,197.2
ORD0018884,2026-01-29,357.3,12.77,6.68,6.95,0,0.0,344.8
ORD0018885,2026-01-29,90.55,4.01,1.45,0.8,0,0.0,85.89
ORD0018886,2026-01-29,336.45,7.34,5.54,1.11,0,0.0,324.68
ORD0018887,2026-01-29,89.65,3.13,1.78,4.61,0,0.0,89.35
ORD0018888,2026-01-30,44.79,2.06,0.55,8.56,1,21.34,29.4
ORD0018889,2026-01-30,474.69,18.57,8.94,7.33,0,0.0,454.51
ORD0018890,2026-01-30,410.04,10.65,6.71,8.17,0,0.0,400.85
ORD0018891,2026-01-30,150.55,6.47,2.99,10.0,0,0.0,151.09
ORD0018892,2026-01-30,364.93,8.95,5.88,9.73,0,0.0,359.83
ORD0018893,2026-01-30,484.05,15.18,9.49,2.56,0,0.0,461.94
ORD0018894,2026-01-30,111.06,3.99,1.46,8.56,0,0.0,114.17
ORD0018895,2026-01-30,463.36,15.11,7.23,7.1,0,0.0,448.12
ORD0018896,2026-01-30,110.4,5.24,1.46,8.99,0,0.0,112.69
ORD0018897,2026-01-30,134.42,3.3,1.48,9.68,0,0.0,139.32
ORD0018898,2026-01-30,237.07,8.72,4.48,3.69,0,0.0,227.56
ORD0018899,2026-01-30,26.24,0.71,0.5,4.8,0,0.0,29.83
ORD0018900,2026-01-30,257.45,7.12,2.72,1.45,0,0.0,249.06
ORD0018901,2026-01-30,169.59,7.91,2.88,0.07,0,0.0,158.87
ORD0018902,2026-01-30,51.89,1.9,0.78,8.34,0,0.0,57.55
ORD0018903,2026-01-30,252.3,7.53,3.11,8.9,0,0.0,250.56
ORD0018904,2026-01-30,270.81,11.49,4.67,1.25,0,0.0,255.9
ORD0018905,2026-01-30,414.04,18.99,6.35,1.44,0,0.0,390.14
ORD0018906,2026-01-30,498.33,19.84,5.06,1.44,0,0.0,474.87
ORD0018907,2026-01-30,455.89,9.48,6.78,3.25,0,0.0,442.88
ORD0018908,2026-01-30,106.87,3.56,1.51,9.27,1,152.82,-41.75
ORD0018909,2026-01-30,433.03,17.49,7.42,4.3,0,0.0,412.42
ORD0018910,2026-01-30,376.9,15.9,4.88,6.28,0,0.0,362.4
ORD0018911,2026-01-30,414.63,20.69,7.16,2.89,0,0.0,389.67
ORD0018912,2026-01-30,143.74,3.26,1.59,0.59,1,127.98,11.5
ORD0018913,2026-01-30,371.01,15.6,7.32,4.46,0,0.0,352.55
ORD0018914,2026-01-30,348.17,12.95,4.19,4.61,0,0.0,335.64
ORD0018915,2026-01-30,261.92,5.6,4.59,4.29,0,0.0,256.02
ORD0018916,2026-01-30,419.8,10.13,5.93,2.31,0,0.0,406.05
ORD0018917,2026-01-30,153.23,6.7,2.19,3.84,0,0.0,148.18
ORD0018918,2026-01-30,212.59,4.83,4.19,0.31,0,0.0,203.88
ORD0018919,2026-01-30,212.13,8.32,3.32,8.15,0,0.0,208.64
ORD0018920,2026-01-30,293.72,9.34,5.19,5.38,0,0.0,284.57
ORD0018921,2026-01-30,34.42,1.65,0.62,8.48,0,0.0,40.63
ORD0018922,2026-01-30,246.31,8.98,4.39,8.4,0,0.0,241.34
ORD0018923,2026-01-30,64.93,2.87,0.71,6.87,0,0.0,68.22
ORD0018924,2026-01-30,69.63,2.0,1.08,4.26,0,0.0,70.81
ORD0018925,2026-01-30,387.54,9.05,7.27,1.99,0,0.0,373.21
ORD0018926,2026-01-30,177.34,7.73,2.95,4.46,1,187.51,-16.39
ORD0018927,2026-01-30,103.4,4.91,1.31,5.73,0,0.0,102.91
ORD0018928,2026-01-30,397.87,12.51,5.69,4.41,0,0.0,384.08
ORD0018929,2026-01-30,99.76,4.45,1.3,7.73,0,0.0,101.74
ORD0018930,2026-01-30,204.45,4.45,2.73,8.99,0,0.0,206.26
ORD0018931,2026-01-30,377.11,11.45,5.44,8.78,0,0.0,369.0
ORD0018932,2026-01-30,490.75,10.56,5.94,4.57,0,0.0,478.82
ORD0018933,2026-01-30,360.6,8.75,5.88,8.8,0,0.0,354.77
ORD0018934,2026-01-30,350.05,13.95,4.73,4.86,1,77.37,258.86
ORD0018935,2026-01-30,132.68,4.93,1.35,3.47,0,0.0,129.87
ORD0018936,2026-01-30,345.15,16.8,4.13,8.44,0,0.0,332.66
ORD0018937,2026-01-30,479.89,15.77,9.53,6.9,0,0.0,461.49
ORD0018938,2026-01-30,45.93,1.77,0.83,4.3,0,0.0,47.63
ORD0018939,2026-01-30,190.74,8.79,2.85,3.18,0,0.0,182.28
ORD0018940,2026-01-30,133.82,3.8,2.46,1.21,0,0.0,128.77
ORD0018941,2026-01-30,79.65,3.53,1.05,2.6,0,0.0,77.67
ORD0018942,2026-01-30,172.63,6.96,2.34,0.67,0,0.0,164.0
ORD0018943,2026-01-30,303.42,14.25,4.61,3.99,0,0.0,288.55
ORD0018944,2026-01-30,197.15,8.82,2.39,3.74,0,0.0,189.68
ORD0018945,2026-01-30,355.44,13.61,6.46,4.45,0,0.0,339.82
ORD0018946,2026-01-30,309.24,14.03,4.54,6.01,0,0.0,296.68
ORD0018947,2026-01-30,76.4,2.53,0.84,6.79,0,0.0,79.82
ORD0018948,2026-01-30,99.57,2.61,1.23,4.61,0,0.0,100.34
ORD0018949,2026-01-30,97.84,2.55,1.53,8.18,0,0.0,101.94
ORD0018950,2026-01-30,299.17,9.87,4.8,2.56,0,0.0,287.06
ORD0018951,2026-01-30,477.29,16.58,8.42,0.21,0,0.0,452.5
ORD0018952,2026-01-30,280.87,13.17,3.94,2.51,0,0.0,266.27
ORD0018953,2026-01-30,403.65,18.6,6.78,0.58,0,0.0,378.85
ORD0018954,2026-01-30,273.06,9.32,3.35,7.31,0,0.0,267.7
ORD0018955,2026-01-30,258.57,5.69,4.17,4.37,0,0.0,253.08
ORD0018956,2026-01-30,419.04,15.71,5.81,4.93,0,0.0,402.45
ORD0018957,2026-01-30,140.93,5.58,2.51,0.21,0,0.0,133.05
ORD0018958,2026-01-30,91.47,3.61,1.74,2.32,0,0.0,88.44
ORD0018959,2026-01-30,70.82,2.04,1.23,2.84,0,0.0,70.39
ORD0018960,2026-01-30,316.87,11.81,5.15,5.19,0,0.0,305.1
ORD0018961,2026-01-30,125.68,5.95,1.42,4.12,0,0.0,122.43
ORD0018962,2026-01-30,66.79,2.41,1.1,4.46,0,0.0,67.74
ORD0018963,2026-01-30,454.26,17.98,7.0,2.11,0,0.0,431.39
ORD0018964,2026-01-30,23.36,0.52,0.24,3.32,0,0.0,25.92
ORD0018965,2026-01-30,347.01,11.91,3.9,3.33,0,0.0,334.53
ORD0018966,2026-01-30,389.44,13.75,5.23,4.37,0,0.0,374.83
ORD0018967,2026-01-30,294.42,7.48,4.36,8.93,0,0.0,291.51
ORD0018968,2026-01-30,479.03,22.83,9.2,8.76,0,0.0,455.76
ORD0018969,2026-01-30,442.15,11.29,5.29,9.72,0,0.0,435.29
ORD0018970,2026-01-30,435.57,18.14,4.57,8.97,0,0.0,421.83
ORD0018971,2026-01-30,443.22,18.13,7.69,5.74,0,0.0,423.14
ORD0018972,2026-01-30,336.52,13.07,5.81,4.35,0,0.0,321.99
ORD0018973,2026-01-30,70.25,1.62,1.25,2.12,0,0.0,69.5
ORD0018974,2026-01-30,159.17,5.77,2.81,7.29,0,0.0,157.88
ORD0018975,2026-01-30,413.46,16.66,6.63,6.94,0,0.0,397.11
ORD0018976,2026-01-30,302.61,14.79,4.55,4.05,0,0.0,287.32
ORD0018977,2026-01-30,119.64,4.6,1.35,9.93,0,0.0,123.62
ORD0018978,2026-01-31,94.08,4.14,0.95,2.43,0,0.0,91.42
ORD0018979,2026-01-31,193.24,5.28,2.13,3.22,0,0.0,189.05
ORD0018980,2026-01-31,29.44,1.29,0.32,3.61,0,0.0,31.44
ORD0018981,2026-01-31,209.73,5.88,3.31,6.22,0,0.0,206.76
ORD0018982,2026-01-31,208.55,7.49,2.3,7.27,0,0.0,206.03
ORD0018983,2026-01-31,103.65,4.6,1.88,9.31,1,130.88,-24.4
ORD0018984,2026-01-31,298.19,14.06,4.16,8.75,0,0.0,288.72
ORD0018985,2026-01-31,157.08,5.87,2.36,8.89,0,0.0,157.74
ORD0018986,2026-01-31,493.07,11.4,5.96,8.89,0,0.0,484.6
ORD0018987,2026-01-31,160.59,6.19,3.14,3.55,0,0.0,154.81
ORD0018988,2026-01-31,179.54,7.31,3.33,4.43,0,0.0,173.33
ORD0018989,2026-01-31,81.34,3.67,0.87,1.75,0,0.0,78.55
ORD0018990,2026-01-31,373.87,7.62,5.05,5.63,0,0.0,366.83
ORD0018991,2026-01-31,306.11,11.0,3.2,3.96,0,0.0,295.87
ORD0018992,2026-01-31,146.27,4.84,2.47,9.71,0,0.0,148.67
ORD0018993,2026-01-31,171.31,7.35,1.84,0.42,0,0.0,162.54
ORD0018994,2026-01-31,117.0,3.25,1.18,4.85,0,0.0,117.42
ORD0018995,2026-01-31,112.16,5.45,1.58,8.22,0,0.0,113.35
ORD0018996,2026-01-31,141.99,5.05,1.5,6.56,0,0.0,142.0
ORD0018997,2026-01-31,440.06,12.17,6.69,8.64,0,0.0,429.84
ORD0018998,2026-01-31,28.21,0.76,0.41,9.62,0,0.0,36.66
ORD0018999,2026-01-31,82.87,3.07,1.16,7.71,0,0.0,86.35
ORD0019000,2026-01-31,85.36,2.46,1.58,4.2,0,0.0,85.52
ORD0019001,2026-01-31,324.08,9.48,4.06,1.9,0,0.0,312.44
ORD0019002,2026-01-31,443.65,20.44,7.29,3.01,0,0.0,418.93
ORD0019003,2026-01-31,162.62,4.48,2.01,0.06,0,0.0,156.19
ORD0019004,2026-01-31,215.65,4.95,2.94,0.27,0,0.0,208.03
ORD0019005,2026-01-31,100.96,2.51,1.56,6.58,0,0.0,103.47
ORD0019006,2026-01-31,127.47,5.66,1.99,8.79,0,0.0,128.61
ORD0019007,2026-01-31,243.84,9.4,3.67,3.54,0,0.0,234.31
ORD0019008,2026-01-31,440.25,20.5,8.14,5.36,0,0.0,416.97
ORD0019009,2026-01-31,406.65,20.23,6.19,9.84,0,0.0,390.07
ORD0019010,2026-01-31,313.75,13.39,4.8,8.37,0,0.0,303.93
ORD0019011,2026-01-31,285.8,9.2,4.81,8.76,0,0.0,280.55
ORD0019012,2026-01-31,331.17,10.8,5.27,1.91,1,15.89,301.12
ORD0019013,2026-01-31,216.55,5.63,4.16,6.7,0,0.0,213.46
ORD0019014,2026-01-31,203.85,8.53,3.9,4.51,0,0.0,195.93
ORD0019015,2026-01-31,289.61,5.87,5.32,0.5,0,0.0,278.92
ORD0019016,2026-01-31,47.13,2.34,0.91,7.22,0,0.0,51.1
ORD0019017,2026-01-31,454.66,22.56,5.05,2.55,0,0.0,429.6
ORD0019018,2026-01-31,296.58,11.52,3.42,6.15,0,0.0,287.79
ORD0019019,2026-01-31,291.71,10.88,3.73,4.27,1,93.93,187.44
ORD0019020,2026-01-31,222.89,6.35,3.97,1.36,0,0.0,213.93
ORD0019021,2026-01-31,438.91,15.9,7.88,6.04,0,0.0,421.17
ORD0019022,2026-01-31,63.19,2.08,0.85,7.81,0,0.0,68.07
ORD0019023,2026-01-31,274.97,5.74,3.93,2.87,0,0.0,268.17
ORD0019024,2026-01-31,175.15,7.44,2.25,5.92,0,0.0,171.38
ORD0019025,2026-01-31,128.03,2.91,1.91,6.77,0,0.0,129.98
ORD0019026,2026-01-31,416.5,10.44,4.33,4.95,1,172.32,234.36
ORD0019027,2026-01-31,381.26,12.11,5.16,8.31,0,0.0,372.3
ORD0019028,2026-01-31,345.93,15.31,6.5,7.95,0,0.0,332.07
ORD0019029,2026-01-31,100.89,4.97,1.4,2.06,0,0.0,96.58
ORD0019030,2026-01-31,362.25,14.3,5.13,2.7,0,0.0,345.52
ORD0019031,2026-01-31,182.54,7.46,2.98,7.1,0,0.0,179.2
ORD0019032,2026-01-31,322.71,9.4,6.08,2.7,0,0.0,309.93
ORD0019033,2026-01-31,274.43,5.68,5.27,7.41,0,0.0,270.89
ORD0019034,2026-01-31,156.57,4.88,1.97,5.65,0,0.0,155.37
ORD0019035,2026-01-31,217.27,10.53,2.35,0.55,0,0.0,204.94
ORD0019036,2026-01-31,214.25,6.13,3.77,0.7,0,0.0,205.05
ORD0019037,2026-01-31,265.98,12.93,3.6,0.37,0,0.0,249.82
ORD0019038,2026-01-31,410.99,16.92,4.5,3.93,0,0.0,393.5
ORD0019039,2026-01-31,253.99,5.37,4.73,4.66,0,0.0,248.55
ORD0019040,2026-01-31,472.37,20.41,8.31,7.73,0,0.0,451.38
ORD0019041,2026-01-31,234.77,7.71,2.52,8.78,0,0.0,233.32
ORD0019042,2026-01-31,410.82,9.19,7.31,9.52,0,0.0,403.84
ORD0019043,2026-01-31,225.22,10.83,3.81,5.0,0,0.0,215.58
ORD0019044,2026-01-31,298.37,13.76,3.47,7.46,0,0.0,288.6
ORD0019045,2026-01-31,165.63,7.66,2.44,7.07,0,0.0,162.6
ORD0019046,2026-01-31,475.4,20.55,7.14,3.01,0,0.0,450.72
ORD0019047,2026-01-31,230.41,9.15,2.98,4.31,0,0.0,222.59
ORD0019048,2026-01-31,137.83,5.56,2.14,8.16,0,0.0,138.29
ORD0019049,2026-01-31,294.85,12.42,5.25,3.47,0,0.0,280.65
ORD0019050,2026-01-31,342.86,11.73,5.07,1.64,0,0.0,327.7
ORD0019051,2026-01-31,379.55,15.17,5.34,1.61,0,0.0,360.65
ORD0019052,2026-01-31,71.71,1.94,1.24,6.64,0,0.0,75.17
ORD0019053,2026-01-31,89.92,1.85,1.61,5.98,0,0.0,92.44
ORD0019054,2026-01-31,148.01,5.96,1.53,1.63,0,0.0,142.15
ORD0019055,2026-01-31,274.15,10.57,3.9,4.56,0,0.0,264.24
ORD0019056,2026-01-31,208.3,7.02,2.92,7.81,0,0.0,206.17
ORD0019057,2026-01-31,493.84,23.67,8.83,7.67,0,0.0,469.01
ORD0019058,2026-01-31,465.62,18.74,9.13,4.0,0,0.0,441.75
ORD0019059,2026-01-31,80.94,2.11,1.17,7.51,0,0.0,85.17
ORD0019060,2026-01-31,37.09,0.87,0.38,7.06,0,0.0,42.9
ORD0019061,2026-01-31,400.43,13.95,5.58,8.81,0,0.0,389.71
ORD0019062,2026-01-31,383.03,13.05,6.31,6.32,0,0.0,369.99
ORD0019063,2026-01-31,373.06,9.52,5.98,4.32,0,0.0,361.88
ORD0019064,2026-01-31,401.98,11.0,6.02,2.53,0,0.0,387.49
ORD0019065,2026-01-31,407.32,20.24,7.19,8.95,0,0.0,388.84
ORD0019066,2026-01-31,225.73,5.29,3.42,5.24,0,0.0,222.26
ORD0019067,2026-01-31,180.19,8.83,3.13,7.47,0,0.0,175.7
ORD0019068,2026-01-31,465.24,11.31,4.85,1.94,0,0.0,451.02
ORD0019069,2026-01-31,418.79,17.02,4.59,5.42,0,0.0,402.6
ORD0019070,2026-01-31,62.06,2.33,0.9,2.18,1,130.36,-69.35
ORD0019071,2026-01-31,190.24,3.91,3.58,4.82,0,0.0,187.57
ORD0019072,2026-01-31,21.77,0.82,0.43,1.06,0,0.0,21.58
